"","dates","V1","V2","V3","V4","V5","V6","V7","V8"
"18121",2004-10-21,0,0.6,5.8,7,0,0.9,0,8.1
"18123",2004-10-22,0,0,4.9,6,0,16,0,2.1
"18125",2004-10-23,0.1,1.5,3.8,8,0,7.8,0,7.2
"18127",2004-10-24,2.5,0.7,9.8,3,0,22,5.1,11.1
"18129",2004-10-25,NA,8.6,9.6,3.5,0,10.6,2,14.7
"18131",2004-10-26,NA,0.7,1.6,2,0,1.2,0,6.4
"18133",2004-10-27,0,0,1,0,0,1.1,0,1.3
"18135",2004-10-28,0,2,4.8,0,0,0,0,6.8
"18137",2004-10-29,0,0,0,0,0,2.4,0,2
"18139",2004-10-30,NA,0.5,0.7,0,0,3.2,0,1.6
"18141",2004-10-31,0,0.2,0,0,0,1,0,0
"18143",2004-11-01,0,2.7,3.9,2.5,0,11.7,0,0
"18145",2004-11-02,0,1.3,2.4,8,0,15.4,0,6.2
"18147",2004-11-03,3.3,0.3,3.5,10.5,0,20.1,2,7.7
"18149",2004-11-04,NA,2,3.4,7.5,0,16.8,0,8
"18151",2004-11-05,0,2,11.5,8.3,0,20.4,0,13.1
"18153",2004-11-06,0,4.6,6.3,10.2,0,5.2,0,13.6
"18155",2004-11-07,0.3,12.7,24.8,15.5,0,20.2,2,13.7
"18157",2004-11-08,0,7.2,3,10.4,0,12.9,3.6,8.9
"18159",2004-11-09,0,4.6,3.8,3,0,5.6,0,4.6
"18161",2004-11-10,0,0,0.4,1,0,2.3,0,1
"18163",2004-11-11,0.6,1.3,3,0,0,1,0,1.5
"18165",2004-11-12,NA,0.7,4.3,0,0,1.5,0,0
"18167",2004-11-13,0,0,0,0,1.2,0.4,0,0
"18169",2004-11-14,0,1.9,0,0,5.3,0.2,0,0
"18171",2004-11-15,0,0,0,0,2.6,0,0,0
"18173",2004-11-16,0,0,0,0,2.5,0,0,0
"18175",2004-11-17,0,0,0,3,4.2,0,0,0
"18177",2004-11-18,0,0,0,0,0,0.7,0,0
"18179",2004-11-19,0,0,0,0,0,7.6,0,0
"18181",2004-11-20,0,2.1,0,0,0,7.7,0,4
"18183",2004-11-21,0,3.5,2,0,0,8.4,0,10.6
"18185",2004-11-22,0,0.5,0.3,0,0,2.4,0,3.4
"18187",2004-11-23,0,0,0,0,0,0,0,0
"18189",2004-11-24,0,0,0,0,0,0,0,0
"18191",2004-11-25,0,0,0,0,0,1.5,0,0
"18193",2004-11-26,0,0,0,0,0,0.4,0,0
"18195",2004-11-27,0,0,0,0,0,2.6,0,0
"18197",2004-11-28,0,0,0,0,0,1,0,0
"18199",2004-11-29,0,0,0,0,0,2.7,0,0
"18201",2004-11-30,0,0,1.7,3.5,0,1,0,6.5
"18203",2004-12-01,0,0,0,0,0,0.3,0,2.9
"18205",2004-12-02,0,0.4,7.8,2.5,0,2.3,0,0.4
"18207",2004-12-03,0,1.2,0,3,0,0.5,0,1.6
"18209",2004-12-04,3,0,0,0,0,1.4,0,0
"18211",2004-12-05,5.9,0,2,4,5.2,7.8,9.4,0
"18213",2004-12-06,4.9,3.5,7.1,5,8.5,6.2,6,2.7
"18215",2004-12-07,NA,3.1,1.3,5,2.3,6.2,1,0.9
"18217",2004-12-08,1.4,1.2,0.7,4.5,4.4,2.3,0,0
"18219",2004-12-09,9.5,4.3,6.3,8,1.3,5,3.6,1.1
"18221",2004-12-10,5,0,19.4,9.5,0,22.6,7.5,1.1
"18223",2004-12-11,NA,0,1.3,6.5,8.6,2.3,0,8.2
"18225",2004-12-12,0,2.3,4.7,3.5,1.5,6.6,0,6.2
"18227",2004-12-13,0,2.4,1.1,6,2.2,3.5,0,4.6
"18229",2004-12-14,0.1,0.3,1.5,2,3.2,10.6,6,2.6
"18231",2004-12-15,4.6,1.6,7.3,7.5,3.2,8.2,7.8,4.7
"18233",2004-12-16,0,2.2,2.2,8,9.9,12.1,0,3.7
"18235",2004-12-17,0,2.4,7.4,3,4.8,3.6,0,5.3
"18237",2004-12-18,0,6.3,0,0,2.6,0,0,6.1
"18239",2004-12-19,0,3.1,0,0,0,0,0,0
"18241",2004-12-20,0,4.4,0,4,0,0,0,3.8
"18243",2004-12-21,NA,2.6,5.4,6.5,4.7,0,0,12.6
"18245",2004-12-22,1,10.4,1.9,8,8,4.7,0,3.9
"18247",2004-12-23,0,4.3,1.2,5,2.2,11.6,1,10.7
"18249",2004-12-24,0,0,0,3,0,0,0,1
"18251",2004-12-25,0,0,0,0,0,0,0,0
"18253",2004-12-26,0,0,0,0,0,0,0,4.8
"18255",2004-12-27,0,1.4,3.1,0,0,4.9,0,7.7
"18257",2004-12-28,0,0,0,2.5,0,4.9,0,4
"18259",2004-12-29,0.6,0.2,3.8,3,4.4,4.3,0,2.1
"18261",2004-12-30,0,0,0.4,0,3.2,2.3,0,6.7
"18263",2004-12-31,0,2.4,3.6,8,0,2.7,0,8.4
"18265",2005-01-01,1.3,2.8,4,1,0,4.8,3.1,3
"18267",2005-01-02,0.7,0.2,1,0,0,6.4,1.5,5
"18269",2005-01-03,0,0,9.7,4.3,2.1,4.2,0,10.7
"18271",2005-01-04,0,4.6,7.5,4,0,11.2,1.2,8.5
"18273",2005-01-05,0.6,4.4,3.9,7,5.6,14.2,5.1,5.2
"18275",2005-01-06,3.1,2.9,1.1,6.5,2.1,6.6,12,4.1
"18277",2005-01-07,0.2,0,0,5.5,0,0,2.6,6.3
"18279",2005-01-08,3.6,1.8,2.6,3,0,2.8,0,4.1
"18281",2005-01-09,NA,1.6,0,4.2,0,4.3,0,6.3
"18283",2005-01-10,0,9.8,14.2,0,0,3,0,1.7
"18285",2005-01-11,1.3,3.3,2.9,7,0,14.3,0,2.8
"18287",2005-01-12,0,0.1,0,6.5,0,8.7,0,4.7
"18289",2005-01-13,0,0.7,3.3,2.5,1.2,1.1,0,2.5
"18291",2005-01-14,0,2.5,7.4,5.5,6.5,0,0,8.3
"18293",2005-01-15,9.8,0,7.1,3.5,2.1,0,0,0
"18295",2005-01-16,2.6,0,1,0,1.3,0,0,0
"18297",2005-01-17,3.3,0,0,0,0,0,0,0
"18299",2005-01-18,NA,0,0,0,0,0,0,0
"18301",2005-01-19,0,0,0,0,0,0,0,0
"18303",2005-01-20,0,0,0,0,0,0,0,0
"18305",2005-01-21,0,0,0,0,0,0,0,0
"18307",2005-01-22,1.3,0,0,0,0,0,0,0
"18309",2005-01-23,1.5,0,0.3,2,0,0,0,0
"18311",2005-01-24,1.4,0.7,1.6,0,1.2,14.8,2.5,0.6
"18313",2005-01-25,0.1,4.8,3.6,3.5,7.7,3,0,0.9
"18315",2005-01-26,0,1,2,0,2.1,21.2,0,0
"18317",2005-01-27,0,0,0,0,0,20.8,0,0
"18319",2005-01-28,0,1.4,2.5,1,0,2.2,0,0
"18321",2005-01-29,0,4.4,0,0,0,1.3,0,2.5
"18323",2005-01-30,0,0.9,1.9,0,0,1.5,0,8
"18325",2005-01-31,0,0.5,0,0,0,2.1,0,1.5
"18327",2005-02-01,0,0,0,0,0,1.3,0,1.1
"18329",2005-02-02,0,0,0,0,0,0.7,0,0
"18331",2005-02-03,0,0,1.5,0,0,3.5,0,0
"18333",2005-02-04,0.4,0,0,0,4.3,0.4,0,0
"18335",2005-02-05,0,0.2,0,0,2.5,0.7,0,0
"18337",2005-02-06,0,0,0,0,6.7,0,0,0
"18339",2005-02-07,0,0.7,0,0,2.1,2.3,4.6,5.8
"18341",2005-02-08,1.8,0,8.4,8,1.7,6.5,2,1.7
"18343",2005-02-09,4.2,0,8.7,10.5,1.2,8.4,0,6.9
"18345",2005-02-10,0.3,0,6.4,9.5,0,5.9,0,4.1
"18347",2005-02-11,3.9,0,4.2,6.3,4.4,2.4,1,1
"18349",2005-02-12,7.8,1.2,0,5.5,5.8,20.2,1.5,0.7
"18351",2005-02-13,NA,0.2,0.8,4.2,10.1,10.8,1.2,1.5
"18353",2005-02-14,0,0,9.6,8.5,8.7,9.2,0,1.5
"18355",2005-02-15,0.5,3.5,0,5.4,5.5,2.3,0,1.5
"18357",2005-02-16,0.4,4.1,1.4,3.5,8.3,0,0,3.9
"18359",2005-02-17,0,4.2,2,3,5.5,0,0,12.4
"18361",2005-02-18,NA,0,1,2.5,0,1.2,0,3
"18363",2005-02-19,7.6,0,2.5,4,0,2.7,0,4.8
"18365",2005-02-20,0,0,11.3,4.5,0,4.6,0,2.6
"18367",2005-02-21,0.2,0.8,7.2,7.5,0,12,0,6.9
"18369",2005-02-22,0,0.4,0,2,0,7.9,1.7,9.2
"18371",2005-02-23,0.2,6.2,0,0,2.6,8.9,0,0.5
"18373",2005-02-24,0,1.2,0,0,5.5,4,0,1
"18375",2005-02-25,0,2.3,0.2,0,4.9,0.7,0,0
"18377",2005-02-26,0,0,0,0,8.3,0.5,0,0
"18379",2005-02-27,0,0,0.3,0,0,0.8,0,0
"18381",2005-02-28,0,0,0,0,0,1.5,0,0
"18383",2005-03-01,0,0,NA,NA,0,8.7,0,6
"18385",2005-03-02,NA,2,0.7,10,0,17.3,0,5.5
"18387",2005-03-03,0,3.9,7.1,9.5,8,13.4,0,11.8
"18389",2005-03-04,0,0,4.4,8,4.7,8.4,0,5.4
"18391",2005-03-05,1.9,4.9,1.5,6.5,9.4,3.6,0,5.8
"18393",2005-03-06,0,1.3,8,7.2,7.1,8.7,1,3.2
"18395",2005-03-07,0,2.2,0,4.5,6.5,8.7,0,0
"18397",2005-03-08,NA,0,0.6,0,5.5,8.2,0,0
"18399",2005-03-09,0,0,0,0,2.1,10.9,0,0
"18401",2005-03-10,0.3,1.5,5,3,0,6.1,0,2.8
"18403",2005-03-11,1,3.5,2.2,6,0,11.6,1.2,1.8
"18405",2005-03-12,2.2,0.4,0,3.5,3.3,10.3,0,1.2
"18407",2005-03-13,11.1,10.6,4.4,4,6.6,8,5,9.4
"18409",2005-03-14,1.5,5.9,1.2,8.5,8.1,9.3,0,0.5
"18411",2005-03-15,0,0.8,4.7,9.5,7.2,18,0,0
"18413",2005-03-16,0,2.3,1.7,5.5,4.3,11.2,0,1.7
"18415",2005-03-17,0,0,0,7,3.6,7,0,1
"18417",2005-03-18,0,0.6,21.5,10,8.4,17.8,0,2.3
"18419",2005-03-19,0,0,7.5,10.2,4,2.7,0,4.3
"18421",2005-03-20,2,9.8,8.3,7.5,1.1,10.1,6.3,3.5
"18423",2005-03-21,3,7.1,9.8,2,0,19.2,2,7.9
"18425",2005-03-22,0,4.2,6,5,0,9.6,0,5
"18427",2005-03-23,0,3.2,3.4,4.5,0,8.2,0,8.4
"18429",2005-03-24,1.2,1.9,1.2,3,0,14,5.1,3.4
"18431",2005-03-25,3.4,5.2,1.8,3.5,0,9.9,6.6,1.9
"18433",2005-03-26,0.5,1.2,1.2,3,5.5,0.9,0,4.4
"18435",2005-03-27,0,0,5.1,2.5,10.9,0,1.2,1.1
"18437",2005-03-28,0,4.1,5.5,2.4,7.6,4.3,0,2.7
"18439",2005-03-29,4.1,0.8,3.7,3,1.2,1.4,0,4.7
"18441",2005-03-30,0.7,2.9,3.6,7.5,1.1,1.6,2,3.9
"18443",2005-03-31,NA,4.3,1,5,0,0.7,0,2.7
"18445",2005-04-01,NA,0.2,1.6,4,0,9.2,0,2
"18447",2005-04-02,0,0,2.3,6,0,3.4,2,8.7
"18449",2005-04-03,0.4,0,3.6,5.5,8.8,6,2,5.4
"18451",2005-04-04,0,0,0.5,6,6.1,7.3,2.2,0
"18453",2005-04-05,3.9,0,3,4.5,2,6.2,5,2
"18455",2005-04-06,1,0,1.7,3.5,1.8,1.7,4.2,1
"18457",2005-04-07,1.1,0.9,0,2.5,2.5,0.7,0,0
"18459",2005-04-08,1,0.3,0,0,0,0.9,1.4,0
"18461",2005-04-09,0,0,0,0,0,0,0,1.7
"18463",2005-04-10,1.1,0,0,0,0,0,0,2.4
"18465",2005-04-11,0,0,0,0,0,0,1.9,0
"18467",2005-04-12,0,0,0.4,1.5,2.3,0,0,0
"18469",2005-04-13,0.7,0,0,0,3.9,0,1.2,0
"18471",2005-04-14,0.4,0,0,0,5.5,0,6,0
"18473",2005-04-15,NA,0.7,0,0,0,0,1,0
"18475",2005-04-16,0,0.3,0,0,0,0,0,0
"18477",2005-04-17,0,0.2,0,0,4,0,0,6.6
"18479",2005-04-18,0,0,1.4,9,0,2.8,0,11
"18481",2005-04-19,0,0,0,8,0,0.5,0,2.1
"18483",2005-04-20,0,0,1.7,0,0,4.2,0,0.4
"18485",2005-04-21,0,0,0.8,0,0,11.9,0,2.5
"18487",2005-04-22,0,0,0,0,0,16.6,0,0.8
"18489",2005-04-23,0,0,0,0,0,0.3,0,0
"18491",2005-04-24,0,0,0,0,0,0,0,0
"18493",2005-04-25,0,0,0,0,0,0,0,0
"18495",2005-04-26,0,0,0,0,0,6.6,0,4.4
"18497",2005-04-27,0,0,0,0,0,0,0,8.9
"18499",2005-04-28,0,0,0,0,0,0,0,1.5
"18501",2005-04-29,0,0,0,0,0,0,0,2.9
"18503",2005-04-30,0,0,0,0,0,18.6,0,2.5
"18505",2005-05-01,0,0,0,0,0,0.7,0,0.8
"18507",2005-05-02,0,0,0,0,0,24.7,0,0
"18509",2005-05-03,0,0,0,0,0,2.1,0,0
"18511",2005-05-04,0,0,0,0,0,0,0,0
"18513",2005-05-05,0,0,0,0,0,0,0,0
"18515",2005-05-06,0,0,0,0,0,0,0,0
"18517",2005-05-07,0,0,0,0,0,0,0,0
"18519",2005-05-08,0,0,0,0,0,0,0,0
"18521",2005-05-09,0,0,0,0,0,0,0,0
"18523",2005-05-10,0,0,0,0,0,0,0,0
"18525",2005-05-11,0,0,0,0,0,0,0,0
"18527",2005-05-12,0,0,0,0,0,0,0,0
"18529",2005-05-13,0,0,0,3,0,0,0,4.7
"18531",2005-05-14,0,0,0,2.5,0,16.5,0,5
"18533",2005-05-15,0,0,0,1.5,0,12.1,0,7.2
"18535",2005-05-16,0,0,0,1,0,6.6,0,2.9
"18537",2005-05-17,0,0,2.2,0,0,6.5,0,1
"18539",2005-05-18,0,0,0,0,0,0,0,0.8
"18541",2005-05-19,0,0,0,0,0,0,0,0
"18543",2005-05-20,0,0,0,0,0,0,0,0
"18545",2005-05-21,0,0,0,0,0,0,0,0
"18547",2005-05-22,0,0,0,0,0,0,0,0
"18549",2005-05-23,0,0,0,0,0,0,0,0
"18551",2005-05-24,0,0,0,0,0,0,0,0
"18553",2005-05-25,0,0,0,0,0,0,0,0
"18555",2005-05-26,0,0,0,0,0,0,0,0
"18557",2005-05-27,0,0,0,0,0,0.7,0,0
"18559",2005-05-28,0,0,0,0,0,0,0,0
"18561",2005-05-29,0,0,0,0,0,0,0,0
"18563",2005-05-30,0,0,0,0,0,0,0,0
"18565",2005-05-31,0,0,0,0,0,0,0,0
"18567",2005-06-01,0,0,0,0,0,0,0,0
"18569",2005-06-02,0,0,0,0,0,1.5,0,0
"18571",2005-06-03,0,0,0,0,0,0,0,0
"18573",2005-06-04,0,0,0,0,0,0,0,0
"18575",2005-06-05,0,0,0,0,0,0,0,0
"18577",2005-06-06,0,0,0,0,0,0,0,0
"18579",2005-06-07,0,0,0,0,0,0,0,0
"18581",2005-06-08,0,0,0,0,0,0,0,0
"18583",2005-06-09,0,0,0,0,0,0,0,0
"18585",2005-06-10,0,0,0,0,0,0,0,0
"18587",2005-06-11,0,0,0,0,0,0,0,0
"18589",2005-06-12,0,0,0,0,0,0,0,0
"18591",2005-06-13,0,0,0,0,0,0,0,0
"18593",2005-06-14,0,0,0,0,0,0,0,0
"18595",2005-06-15,0,0,0,0,0,0,0,0
"18597",2005-06-16,0,0,0,0,0,0,0,0
"18599",2005-06-17,0,0,0,0,0,0,0,0
"18601",2005-06-18,0,0,0,0,0,0,0,0
"18603",2005-06-19,0,0,0,0,0,0,0,0
"18605",2005-06-20,0,0,0,0,0,0,0,0
"18607",2005-06-21,0,0,0,0,0,0,0,0
"18609",2005-06-22,0,0,0,0,0,0,0,0
"18611",2005-06-23,0,0,0,0,0,2.2,0,0
"18613",2005-06-24,0,0,0,0,0,0.8,0,0
"18615",2005-06-25,0,0,0,0,0,0,0,0
"18617",2005-06-26,0,0,0,0,0,0,0,0
"18619",2005-06-27,0,0,0,0,0,0,0,0
"18621",2005-06-28,0,0,0,0,0,0,0,0
"18623",2005-06-29,0,0,0,0,0,0,0,0
"18625",2005-06-30,0,0,0,0,0,1.5,0,0
"18627",2005-07-01,0,0,0,0,0,1.1,0,0
"18629",2005-07-02,0,0,0,0,0,0.6,0,0
"18631",2005-07-03,0,0,0,0,0,1.2,0,0
"18633",2005-07-04,0,0,0,0,0,0,0,0
"18635",2005-07-05,0,0,0,0,0,2.7,0,0
"18637",2005-07-06,0,0,0,0,0,2.4,0,0
"18639",2005-07-07,0,0,0,0,0,0,0,0
"18641",2005-07-08,0,0,0,0,0,0,0,0
"18643",2005-07-09,0,0,0,0,0,1,0,0
"18645",2005-07-10,0,0,0,0,0,2.7,0,0
"18647",2005-07-11,0,0,0,0,0,0,0,0
"18649",2005-07-12,0,0,0,0,0,0,0,0
"18651",2005-07-13,0,0,0,0,0,0,0,0
"18653",2005-07-14,0,0,0,0,0,0,0,0
"18655",2005-07-15,0,0,0,0,0,0,0,0
"18657",2005-07-16,0,0,0,0,0,0,0,0
"18659",2005-07-17,0,0,0,0,0,0,0,0
"18661",2005-07-18,0,0,0,0,0,1.3,0,0
"18663",2005-07-19,0,0,0,0,0,2.4,0,0
"18665",2005-07-20,0,0,0,0,0,0,0,0
"18667",2005-07-21,0,0,0,0,0,0,0,0
"18669",2005-07-22,0,0,0,0,0,0,0,0
"18671",2005-07-23,0,0,0,0,0,0,0,0
"18673",2005-07-24,0,0,0,0,0,0,0,0
"18675",2005-07-25,0,0,0,0,0,0,0,0
"18677",2005-07-26,0,0,0,0,0,0,0,0
"18679",2005-07-27,0,0,0,0,0,0,0,0
"18681",2005-07-28,0,0,0,0,0,0,0,0
"18683",2005-07-29,0,0,0,0,0,0,0,0
"18685",2005-07-30,0,0,0,0,0,0,0,0
"18687",2005-07-31,0,0,0,0,0,0,0,0
"18689",2005-08-01,0,0,0,0,0,0,0,0
"18691",2005-08-02,0,0,0,0,0,0,0,0
"18693",2005-08-03,0,0,0,0,0,0,0,0
"18695",2005-08-04,0,0,0,0,0,0,0,0
"18697",2005-08-05,0,0,0,0,0,0,0,0
"18699",2005-08-06,0,0,0,0,0,0,0,0
"18701",2005-08-07,0,0,0,0,0,0,0,0
"18703",2005-08-08,0,0,0,0,0,0,0,0
"18705",2005-08-09,0,0,0,0,0,0,0,0
"18707",2005-08-10,0,0,0,0,0,0,0,0
"18709",2005-08-11,0,0,0,0,0,0,0,0
"18711",2005-08-12,0,0,0,0,0,0,0,0
"18713",2005-08-13,0,0,0,0,0,0,0,0
"18715",2005-08-14,0,0,0,0,0,0,0,0
"18717",2005-08-15,0,0,0,0,0,0,0,0
"18719",2005-08-16,0,0,0,0,0,0,0,0
"18721",2005-08-17,0,0,0,0,0,0.8,0,0
"18723",2005-08-18,0,0,0,0,0,0.9,0,0
"18725",2005-08-19,0,0,0,0,0,1.7,0,0
"18727",2005-08-20,0,0,0.3,0,0,0,0,5
"18729",2005-08-21,0,0,0,0,0,0,0,1.6
"18731",2005-08-22,0,0,0,0,0,0,0,0
"18733",2005-08-23,0,0,0,0,0,3.5,0,1
"18735",2005-08-24,0,0,0,0,0,4.8,0,0
"18737",2005-08-25,0,0,0,0,0,2,0,0
"18739",2005-08-26,0,0,1.3,2.5,0,2.4,0,0
"18741",2005-08-27,0,0,1.4,1,0,0,0,5.7
"18743",2005-08-28,0,0,0,0,0,0,0,4
"18745",2005-08-29,0,0,0,0,0,0.8,0,0.9
"18747",2005-08-30,0,0,0,0,0,1.8,0,1.5
"18749",2005-08-31,0,0,0,0,0,1.5,0,0
"18751",2005-09-01,0,0,0,0,0,3.9,0,0
"18753",2005-09-02,0,0,0.6,0,0,1.1,0,0
"18755",2005-09-03,0,0,0,0,0,0.6,0,0
"18757",2005-09-04,0,0,0,0,0,1.9,0,1.5
"18759",2005-09-05,0,0,0,0,0,3.2,0,2.2
"18761",2005-09-06,0,0,0,0,0,2.5,0,4.1
"18763",2005-09-07,0,0,0,0,0,1.8,0,1.1
"18765",2005-09-08,0,0,0,0,0,0.8,0,0
"18767",2005-09-09,0,0,0,0,0,0,0,0
"18769",2005-09-10,0,0,0,0,0,0,0,0
"18771",2005-09-11,0,0,0,0,0,0,0,0
"18773",2005-09-12,0,0,0,0,0,0,0,0
"18775",2005-09-13,0,0,0,0,0,0,0,3.8
"18777",2005-09-14,0,0,0,0,0,0,0,3.9
"18779",2005-09-15,0,0,0,0,0,0,0,0.8
"18781",2005-09-16,0,0,0,0,0,0,0,0
"18783",2005-09-17,0,0,0,0,0,0,0,0
"18785",2005-09-18,0,0,0,0,0,0,0,0
"18787",2005-09-19,0,0,0,0,0,0,0,0
"18789",2005-09-20,0,0,0,0,0,0,0,0
"18791",2005-09-21,0,0,0,0,0,0.8,0,0
"18793",2005-09-22,0,0,0,0,0,0,0,0
"18795",2005-09-23,0,0,0,0,0,0,0,0
"18797",2005-09-24,0,0,0,0,0,0,0,0
"18799",2005-09-25,0,0,0,0,0,0,0,0
"18801",2005-09-26,0,0,0,0,0,0,0,0
"18803",2005-09-27,0,0,0,0,0,1.5,0,0
"18805",2005-09-28,0,0,0,0,0,1.7,0,0
"18807",2005-09-29,0,0,0,0,0,1.8,0,0
"18809",2005-09-30,0,0,0,0,0,0.6,0,0
"18811",2005-10-01,0,0,0,0,0,0,0,0
"18813",2005-10-02,0,0,0,0,0,1,0,0
"18815",2005-10-03,0,0,1,0,0,4.9,0,0
"18817",2005-10-04,0,0,1.6,0,0,8.3,0,1.8
"18819",2005-10-05,0,0,0,0,0,2.3,0,4.8
"18821",2005-10-06,0,0,0,0,0,0.9,0,8.7
"18823",2005-10-07,0,0,0,0,0,1.3,0,2.7
"18825",2005-10-08,0,0,0,0,0,5.4,0,0
"18827",2005-10-09,0,0,0,0,0,4.2,0,4
"18829",2005-10-10,0,0,1.6,2,0,4.4,0,4.9
"18831",2005-10-11,2,0,10.9,10,0,5.8,0,4.9
"18833",2005-10-12,0,0,6,0,0,2.8,0,10.3
"18835",2005-10-13,0,0,0,0,0,0,0,11.6
"18837",2005-10-14,0,0,0,0,0,0,0,5.4
"18839",2005-10-15,0,0,0,0,0,0,0,0
"18841",2005-10-16,0,0,0,0,0,0,0,0
"18843",2005-10-17,0,0,0,0,0,0,0,0
"18845",2005-10-18,0,0,0,0,0,3,0,0
"18847",2005-10-19,0,0,0,0,0,2.4,0,2.9
"18849",2005-10-20,0,0,0,0,0,4,0,0.7
"18851",2005-10-21,0,0,0,0,0,4.5,0,1.4
"18853",2005-10-22,0,0,8.2,7,0,21.8,0,6.5
"18855",2005-10-23,0,3.1,0,0,0,13.3,0,5.1
"18857",2005-10-24,0,0,0,3,0,3.2,0,0
"18859",2005-10-25,0,0,0,0,0,2.7,0,0
"18861",2005-10-26,0,0,0,0,0,2.4,0,0
"18863",2005-10-27,0,0,0,0,0,0,0,0
"18865",2005-10-28,0,0,0,0,0,0,0,0
"18867",2005-10-29,0,0,0,0,0,0,0,0
"18869",2005-10-30,0,0,0,0,0,0,0,0
"18871",2005-10-31,0,0,0,0,0,0,0,0
"18873",2005-11-01,0,0,0,0,0,0,0,0
"18875",2005-11-02,0,0,0,0,0,0,0,0
"18877",2005-11-03,0,0,0,0,0,0,0,0
"18879",2005-11-04,0,0,0,0,0,0,0,0
"18881",2005-11-05,0,0,0,1,0,2.8,0,0
"18883",2005-11-06,0,0,0,2,2.1,10,0,1.8
"18885",2005-11-07,0,0.9,5.5,8,3.2,23.4,1.5,7.6
"18887",2005-11-08,0,2.7,2.5,4.5,3.1,25.6,2.5,13
"18889",2005-11-09,0,0.5,4.2,0,0,7.6,0,3.7
"18891",2005-11-10,0,0,0,0,0,4.6,0,2.7
"18893",2005-11-11,0,0,0,0,0,4.7,0,1
"18895",2005-11-12,0,0,0,0,0,0.7,0,0
"18897",2005-11-13,0,0,0,0,0,0,0,0
"18899",2005-11-14,0,0,0,0,0,0,0,0
"18901",2005-11-15,0,0,0,0,0,0,0,0
"18903",2005-11-16,0,0,0,0,0,0,0,0
"18905",2005-11-17,0,0,0,0,0,0,0,0
"18907",2005-11-18,0,0,0,0,0,0.5,0,0
"18909",2005-11-19,0,0,0,0,0,0,0,0
"18911",2005-11-20,0,0,0,0,0,2.1,0,0
"18913",2005-11-21,0,0,0,0,0,0,0,0
"18915",2005-11-22,0,0,0,0,0,0,0,0
"18917",2005-11-23,0,0,0,0,7.1,0,0,0
"18919",2005-11-24,0,0,0,0,1.2,0,0,0
"18921",2005-11-25,0,0,0,0,1.2,0,0,0
"18923",2005-11-26,0,0,0,0,0,0,0,0
"18925",2005-11-27,0,0,0,0,0,0,0,0
"18927",2005-11-28,0,0,0,0,0,0,0,0
"18929",2005-11-29,0,0,0,0,0,0,0,0
"18931",2005-11-30,0,0,0,0,0,0,0,0
"18933",2005-12-01,0,0,0,0,0,0,0,0
"18935",2005-12-02,0,0,0,0,0,0,0,0
"18937",2005-12-03,0,0,0,0,5.6,7.3,0,0
"18939",2005-12-04,0,0,0,0,6.4,9.3,0,0
"18941",2005-12-05,0,0,0,0,5.5,0,0,0
"18943",2005-12-06,0,0,0,0,6.2,0,0,0
"18945",2005-12-07,0,0,0,0,1.2,0,0,0
"18947",2005-12-08,0,0,0,0,0,0,0,0
"18949",2005-12-09,0,0,0,0,0,0,0,0
"18951",2005-12-10,0,0,0,0,0,2.9,0,1.5
"18953",2005-12-11,0,0.5,1.6,0,0,4.9,0,2
"18955",2005-12-12,0,0.4,0.5,0,0,7.7,0,8.1
"18957",2005-12-13,0,2.7,4.3,9,0,10.9,0,6
"18959",2005-12-14,0,3.7,1.7,4,0,9.5,2.6,4.5
"18961",2005-12-15,0.2,2.7,10.9,9.5,0,17.2,0,2
"18963",2005-12-16,0,0,5.3,7.5,0,8.2,0,2.1
"18965",2005-12-17,0.3,3.3,7,12,4.2,13.2,1.5,3.3
"18967",2005-12-18,1.3,8.5,7.3,8,3.1,16.6,0,1
"18969",2005-12-19,2.9,5.2,6.8,3.5,2.1,14.9,2.1,3.2
"18971",2005-12-20,0.2,1,2,4,4.3,24.1,0,3.3
"18973",2005-12-21,0,5,3.8,5,1.2,19.1,0,7.8
"18975",2005-12-22,0,0.8,14.9,6.5,4.2,19.6,1.5,7
"18977",2005-12-23,0,2.9,6.7,8.3,0,8.1,0,3.5
"18979",2005-12-24,4.1,0.5,4.2,4.5,0,2.2,7.7,5.8
"18981",2005-12-25,4.3,8.8,11.1,5.5,0,0.5,1.5,11.9
"18983",2005-12-26,3.9,8.4,8.1,6,0,0,7.2,8.5
"18985",2005-12-27,0.5,3.9,10.9,6.5,0,2,1.6,2.7
"18987",2005-12-28,2.1,0.6,3.5,7.5,0,2.7,0,5.3
"18989",2005-12-29,0,0.4,0,2.5,0,1.2,0,4.5
"18991",2005-12-30,0,4.2,0,1,0,1.8,4.5,1.5
"18993",2005-12-31,0.5,0,2.6,0,0,2,3,5.8
"18995",2006-01-01,0,0,1.3,0,0,1.8,0,4.7
"18997",2006-01-02,0,0,0,0,0,0,0,1
"18999",2006-01-03,0,0,0,0,1.2,0,0,0
"19001",2006-01-04,0.8,0,0,2.4,1.3,4.9,0,0
"19003",2006-01-05,6.2,7.1,10.2,3,2.1,10.5,1.2,0
"19005",2006-01-06,0,3.1,3.9,2.5,4.1,12.3,4.5,0
"19007",2006-01-07,0,2,2.8,3.2,2.8,0,3,0
"19009",2006-01-08,0,0,0,0,7.1,0,0,0
"19011",2006-01-09,0,0,0,0,3.2,0,1.5,0.9
"19013",2006-01-10,2,0,0,0,2.1,0,2.4,0
